max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
321,191,222.3333333,216,669.4953271,1376,24012,5.622727273,4.800664452,5.296391783,5.32517911,0.028391517,13.79854562,572.0103126,7.178181818,6.202702703,6.640968207,6.639537902,0.02283351,15.71504136,717.2245663,cover,static,9,man,stroke
296,192,230.5277778,230,537.2609034,1482,24897,5.600760456,5.034188034,5.331523696,5.341361394,0.010788239,11.29546929,575.8045592,7,6.145631068,6.547520003,6.533746445,0.026571072,14.46549395,707.1321604,cover,static,9,man,stroke
402,164,247.7314815,234,3587.263673,1637,26755,5.690721649,4.914438503,5.302688429,5.309217509,0.018742336,11.70386852,572.6903504,7.233333333,5.713450292,6.348549723,6.270271257,0.102972145,15.01553187,685.6433701,cover,static,9,man,stroke
410,170,266.4722222,256,3930.494548,3639,28779,5.494949495,4.594427245,5.079559264,5.085100485,0.039221979,15.05360142,548.5924005,7.257731959,5.422155689,6.384971708,6.33974359,0.152930249,23.21689103,689.5769445,cover,static,9,man,tickle
417,179,267.6388889,253.5,3520.644081,3518,28905,5.621513944,4.623376623,5.152438715,5.168727698,0.04968146,16.69250262,556.4633813,7.188405797,5.20625,6.163627925,6.186544777,0.121778031,23.21592939,665.6718159,cover,static,9,man,tickle
444,174,276.0648148,262,3673.294825,3348,29815,5.377862595,4.669333333,5.053247011,5.041170592,0.026492788,12.49111034,545.7506772,7.113636364,5.793103448,6.260321041,6.208189947,0.088977761,18.84076522,676.1146724,cover,static,9,man,tickle
471,165,265.7037037,250.5,4151.574939,3485,28696,5.342222222,4.627906977,5.014660234,5.040250576,0.028656557,11.13867966,541.5833053,7.220207254,5.529230769,6.192758321,6.131828714,0.12467609,20.46636195,668.8178986,cover,static,9,man,tickle
3345,2954,3138.546296,3140.5,9735.39036,2379,338963,3.700063613,3.611835826,3.652346497,3.652653345,0.000318048,1.61429362,394.4534216,8.096411856,7.864673738,8.015760075,8.021718877,0.002380359,2.953809428,865.7020881,none,dynamic,9,man,constant
3711,3208,3546.472222,3582.5,15051.76558,2174,383019,3.728567516,3.611650485,3.665910117,3.667593006,0.000779424,1.716814681,395.9182927,8.08145677,7.963123644,8.027073794,8.027768628,0.000615489,2.374682449,866.9239698,none,dynamic,9,man,constant
3949,3592,3811.092593,3852,9783.636206,2260,411598,3.717635066,3.605859873,3.667896631,3.668993392,0.000547884,1.51110608,396.1328361,8.060853029,7.921573669,7.999927329,8.002449973,0.000884368,2.548467359,863.9921515,none,dynamic,9,man,constant
4199,3911,4037.703704,4034,4198.659052,2598,436072,3.765652066,3.64231547,3.69055106,3.686601338,0.000513539,1.679837675,398.5795145,8.035796471,7.911902994,7.97803673,7.978453812,0.000538966,2.258184906,861.6279668,none,dynamic,9,man,constant
180,122,151.1203704,152,141.7330391,926,16321,5.551724138,4.616541353,5.096296116,5.09756216,0.027525146,19.69348444,550.3999805,6.394366197,5.571428571,5.969915122,5.979361702,0.021301021,16.97468665,644.7508332,none,dynamic,9,man,notouch
181,132,153.1203704,152.5,111.6582728,974,16537,5.406666667,4.615853659,5.070037395,5.077981322,0.025010274,16.66875165,547.5640386,6.348684211,5.60130719,6.017709121,6.030107964,0.018827941,17.43035894,649.912585,none,dynamic,9,man,notouch
181,135,155.8518519,156,94.4825199,848,16832,5.385964912,4.54601227,5.008000758,5.013505203,0.023688633,15.18623298,540.8640819,6.435064935,5.742331288,6.02894431,6.012865062,0.016427337,16.82285294,651.1259855,none,dynamic,9,man,notouch
181,135,159.3703704,160,107.8241606,991,17212,5.4,4.743589744,5.030642676,5.015844219,0.020747855,15.63689881,543.309409,6.35915493,5.693641618,6.029920087,6.032969386,0.01624784,16.37671662,651.2313694,none,dynamic,9,man,notouch
698,134,319.3796296,271,26779.13491,3976,34493,5.716666667,4.617391304,5.231754963,5.273649466,0.057181465,15.85654609,565.029536,7.573333333,5.930434783,6.747767534,6.676725585,0.127930094,18.36499173,728.7588936,none,dynamic,9,man,pat
692,150,252.2037037,210,11342.40672,6893,27238,6.053475936,4.955,5.383851958,5.3815118,0.036918082,19.60082186,581.4560114,7.105121294,5.925855513,6.609997604,6.617295597,0.044881184,20.34395434,713.8797412,none,dynamic,9,man,pat
813,135,252.5462963,195,18446.97915,7414,27275,5.871621622,4.995670996,5.416694827,5.410893052,0.035311154,18.46798559,585.0030413,7.095238095,6.055248619,6.585782962,6.594762177,0.052732176,24.77470576,711.2645599,none,dynamic,9,man,pat
744,131,227.1759259,179.5,13939.08091,7238,24535,5.890804598,4.654761905,5.370261646,5.347617458,0.040283061,17.01315231,579.9882578,6.984732824,5.867298578,6.575797264,6.57981667,0.041146169,18.27310816,710.1861045,none,dynamic,9,man,pat
510,141,328.1481481,367,12537.43579,2598,35440,5.831521739,4.664596273,5.300744416,5.310130961,0.062469625,13.02694361,572.4803969,7.333333333,6.311418685,6.785601061,6.720096932,0.068343135,13.74631929,732.8449146,none,dynamic,9,man,rub
766,309,506,490.5,10230.71028,3915,54648,5.576190476,4.805248619,5.146518362,5.123672823,0.035118927,8.499573031,555.8239831,7.11302682,6.010224949,6.536267505,6.537860889,0.066070713,11.75679544,705.9168906,none,dynamic,9,man,rub
1006,357,685.3796296,712,24437.19098,4662,74021,5.484126984,4.557659208,5.017247346,5.017467205,0.03248244,8.243079621,541.8627133,7.79887218,5.689265537,6.518489489,6.461963041,0.198934693,13.23834451,703.9968648,none,dynamic,9,man,rub
1082,370,677.5555556,643,28423.25857,6586,73176,5.703431373,4.908350305,5.179229183,5.15431589,0.025883364,8.325116026,559.3567518,7.307272727,5.896551724,6.617947334,6.645899286,0.15407486,11.49387679,714.7383121,none,dynamic,9,man,rub
1215,131,644.6759259,789.5,125867.7538,6237,69625,5.606451613,4.702811245,5.03945509,5.017429901,0.028516587,9.612631102,544.2611497,7.751166407,5.021621622,6.013563979,5.846156063,0.408841378,13.9634584,649.4649098,none,dynamic,9,man,scratch
1108,113,559.4722222,641.5,112795.2796,5128,60423,5.363013699,4.51969697,4.886126845,4.875736662,0.034789423,11.93923454,527.7016992,8.342239186,4.540462428,6.587029723,6.889622489,1.205737459,16.31741088,711.39921,none,dynamic,9,man,scratch
1664,629,1050.444444,980.5,65606.45483,6962,113448,5.124668435,4.788,4.962955774,4.95859947,0.004265102,5.649611567,535.9992236,7.033653846,4.647361647,5.902824724,5.849872866,0.369845457,7.360024358,637.5050702,none,dynamic,9,man,scratch
1771,119,642.8888889,389.5,305376.7165,6356,69432,5.761904762,4.58677686,4.926471186,4.905126492,0.033145337,12.53012023,532.0588881,8.272313297,4.710227273,6.206352845,5.698412698,1.308887794,15.43834186,670.2861072,none,dynamic,9,man,scratch
725,103,346.0462963,304.5,43329.76419,2276,37373,5.8,4.47654321,5.142934164,5.113317501,0.074604853,13.07064679,555.4368897,7.851919561,4.800995025,6.738559834,6.850678733,0.692920096,19.21228872,727.7644621,none,dynamic,9,man,stroke
770,92,434.4814815,483.5,43484.36414,3444,46924,5.757763975,4.400826446,5.013526249,5.042320837,0.10122083,10.74001227,541.4608348,7.449868074,4.53634895,6.02424308,6.130924631,0.745243808,15.53636803,650.6182527,none,dynamic,9,man,stroke
950,120,511.5925926,540,66645.58948,2459,55252,6.109489051,4.925287356,5.272109747,5.262813367,0.029843688,10.89499248,569.3878526,7.909090909,5.916666667,7.180624554,7.325391124,0.181537691,13.47051215,775.5074518,none,dynamic,9,man,stroke
909,138,496.6111111,503.5,33754.25857,3592,53634,5.616438356,4.829365079,5.137968274,5.136028251,0.02828467,9.568789519,554.9005736,7.541463415,4.975481611,5.909836119,5.813274509,0.359513344,12.14413858,638.2623009,none,dynamic,9,man,stroke
820,164,458.1388889,442,21283.74688,9664,49479,5.102803738,3.283618582,4.085957337,4.091235588,0.137815226,24.71252697,441.2833924,5.586715867,4.439222042,4.99668439,5.005819436,0.054692819,17.87033253,539.6419141,none,dynamic,9,man,tickle
772,117,351.2407407,337.5,28192.18449,8198,37934,5.801886792,3.818518519,4.892900895,4.954130305,0.22928295,18.77067173,528.4332966,7.5,4.743589744,5.741652897,5.568972195,0.427988558,35.43349908,620.0985129,none,dynamic,9,man,tickle
603,110,273.3981481,218.5,17021.25121,6461,29527,6.18627451,4.605633803,5.332276505,5.311218102,0.089467605,21.33438214,575.8858625,6.980645161,4.526785714,5.606063133,5.546594541,0.272475843,24.38446341,605.4548183,none,dynamic,9,man,tickle
864,102,282.7314815,216,29966.12349,7759,30535,5.785123967,4.347107438,5.048070455,5.036147564,0.066934573,17.95231768,545.1916091,7.513636364,5.20661157,6.019444722,5.908187839,0.159190079,25.2430097,650.10003,none,dynamic,9,man,tickle
4989,4690,4826,4811.5,6036.859813,2304,521208,4.087965791,4.029381121,4.057372636,4.056207218,0.000206761,1.122067512,438.1962446,7.851462234,7.757240547,7.799281087,7.797814977,0.000277862,1.941308541,842.3223574,none,static,9,man,constant
5544,4958,5285,5329.5,27913.00935,2749,570780,4.110271318,4.019354839,4.065426523,4.066217873,0.000376225,1.152460675,439.0660644,7.811211211,7.697322892,7.756257306,7.757582927,0.000471473,2.025555925,837.675789,none,static,9,man,constant
5737,5515,5633.361111,5635,4013.559969,2530,608403,4.102577684,4.03049991,4.064991222,4.065085749,0.000141541,1.116662781,439.019052,7.814527758,7.708266093,7.762557396,7.764668945,0.000263593,1.512531058,838.3561988,none,static,9,man,constant
6136,5699,5891.861111,5860,12472.64408,2520,636321,4.118049615,4.038614518,4.08409551,4.090837064,0.000450256,0.908167269,441.082315,7.835329341,7.730892526,7.782691272,7.778388122,0.000616109,1.51502951,840.5306574,none,static,9,man,constant
167,127,148.6944444,148,70.43847352,949,16059,5.398734177,4.72972973,5.077809262,5.070194288,0.018161166,15.392363,548.4034003,7.102189781,6.188811189,6.56274033,6.561301544,0.023507267,19.07120374,708.7759556,none,static,9,man,notouch
171,128,150.1574074,150,59.29274836,848,16217,5.4375,4.636363636,5.074996046,5.091747656,0.025937058,17.49818854,548.0995729,6.965753425,6.181818182,6.560265984,6.558571429,0.022359945,18.81612695,708.5087263,none,static,9,man,notouch
166,115,146.1388889,146,86.17679128,885,15783,5.496296296,4.785185185,5.154096451,5.157198496,0.024717742,17.4311459,556.6424167,6.823129252,6.006711409,6.488113723,6.508277698,0.021704995,17.08569526,700.7162821,none,static,9,man,notouch
162,123,144.3981481,145,75.7371928,909,15595,5.447368421,4.777777778,5.133887729,5.140587995,0.024844671,17.5495434,554.4598747,6.870967742,6.044303797,6.478345944,6.471594982,0.022258547,18.56057879,699.6613619,none,static,9,man,notouch
538,122,193.4074074,167,4920.243683,3594,20888,5.823529412,4.707224335,5.15779077,5.148311076,0.040688564,19.56114664,557.0414031,7.323607427,5.506756757,6.385574231,6.361755661,0.135983155,24.32104557,689.6420169,none,static,9,man,pat
440,119,190.6574074,157.5,5820.432935,3827,20591,5.875816993,4.7,5.201868529,5.194481408,0.0608515,22.26655228,561.8018011,7.317757009,5.542253521,6.21377485,6.163997499,0.115702067,22.99982875,671.0876838,none,static,9,man,pat
407,129,184.4074074,163,3343.682935,3714,19916,5.736196319,4.732620321,5.161790055,5.148232323,0.041989335,21.43453896,557.4733259,6.884520885,5.660493827,6.185195027,6.178857019,0.051282246,21.34432173,668.0010629,none,static,9,man,pat
409,149,213.6111111,199.5,2802.688474,3086,23070,5.640776699,4.662162162,5.174801216,5.168377311,0.041174074,21.04240829,558.8785313,6.805851064,5.459893048,6.119887244,6.125334744,0.053706903,21.97195764,660.9478224,none,static,9,man,pat
1015,123,487.5092593,528,73326.51393,3357,52651,5.902439024,4.230232558,4.87685211,4.890140086,0.074146347,15.35205109,526.7000279,7.398406375,5.382550336,6.519255635,6.747830372,0.448559231,16.62838068,704.0796086,none,static,9,man,rub
997,133,472.8333333,557.5,80122.73832,4125,51066,5.444740346,4.371757925,4.907653439,4.893639727,0.07193218,13.89460529,530.0265714,7.264534884,5.25,6.173824961,6.393282258,0.303585847,13.87862914,666.7730958,none,static,9,man,rub
1588,803,1207.296296,1231.5,39115.50017,4265,130388,5.192676548,4.55720339,4.956583273,4.963520982,0.017173857,4.616951736,535.3109935,7.237262357,6.569803516,6.940640931,6.926504629,0.025323114,6.632848796,749.5892205,none,static,9,man,rub
1269,128,540.5555556,421,151408.6417,3433,58380,5.215838509,4.210526316,4.83007248,4.817841459,0.058699767,10.26300092,521.6478279,7.574468085,5.261437908,6.569315776,6.929733219,0.625457697,15.00273057,709.4861038,none,static,9,man,rub
1968,82,711.1388889,708,301152.4385,13048,76803,5.849462366,3.120934959,4.439071327,4.41915111,0.431925901,19.67136321,479.4197033,7.853475936,5.289719626,6.35720452,6.136341404,0.455557919,20.80398818,686.5780882,none,static,9,man,scratch
2282,87,786.25,840.5,323884.8995,11873,84915,5.936170213,3.124439462,4.533318021,4.467877405,0.605577581,21.50410198,489.5983463,7.855828221,5,6.389973639,6.476575789,0.534386805,22.30906603,690.117153,none,static,9,man,scratch
1510,82,599.0185185,567.5,188238.3548,10520,64694,5.583333333,3.611009174,4.523850549,4.486439474,0.211046712,22.33990568,488.5758593,7.520345253,5.352380952,6.29103937,6.19984527,0.250056812,20.10986454,679.4322519,none,static,9,man,scratch
1368,94,565.7962963,539,151637.3787,8099,61106,5.976,3.189550425,4.461735508,4.223671298,0.60631905,19.30171564,481.8674349,6.55954323,5.190909091,5.835775442,5.845343403,0.09096944,19.21720195,630.2637477,none,static,9,man,scratch
804,145,451.3611111,502,38298.36371,4184,48747,5.649681529,4.83747927,5.174553416,5.150210303,0.024960688,11.02933664,558.851769,7.72243346,5.797687861,6.984836342,7.14560045,0.268101052,15.89973311,754.3623249,none,static,9,man,stroke
930,138,444.0555556,463,40657.36137,6174,47958,5.830508475,4.914715719,5.264060471,5.219418016,0.031483047,10.42242607,568.5185309,7.810089021,4.778512397,6.465656711,6.500759799,0.548507933,18.13614222,698.2909248,none,static,9,man,stroke
1001,141,566.1111111,596.5,80476.09969,4740,61140,5.645390071,4.805194805,5.22005729,5.215691573,0.019505779,10.05459414,563.7661873,7.877887789,4.732758621,6.75271508,7.285414643,0.858293289,13.74061109,729.2932287,none,static,9,man,stroke
912,139,457.1296296,490.5,48238.16996,5979,49370,5.736842105,4.805194805,5.204507612,5.187516486,0.025043373,12.60987356,562.0868221,7.468379447,4.729264476,6.297131623,6.317345664,0.655698126,17.42961449,680.0902152,none,static,9,man,stroke
395,130,245.8796296,239.5,2893.639581,5164,26555,5.553191489,4.648648649,5.101574068,5.1,0.034853672,19.66742771,550.9699994,6.644736842,5.647686833,6.177071405,6.153686562,0.054988451,17.86047963,667.1237117,none,static,9,man,tickle
391,130,250.0462963,245.5,4937.222136,4800,27005,5.652173913,4.615819209,5.12139792,5.104082039,0.055660208,22.1810301,553.1109754,6.962962963,5.483050847,6.165826787,6.169369428,0.068253265,18.97755954,665.909293,none,static,9,man,tickle
466,143,252.8055556,239,4318.51324,4683,27303,5.618421053,4.668393782,5.099118081,5.06789046,0.04318727,18.17781275,550.7047527,6.766990291,5.713114754,6.209004588,6.224928876,0.066527827,20.50746187,670.5724955,none,static,9,man,tickle
443,149,254.7222222,252.5,4305.006231,4391,27510,5.633879781,4.427207637,5.086814592,5.107094778,0.057413906,19.76529026,549.3759759,6.674033149,5.436260623,6.176162511,6.218308729,0.09026811,20.29931125,667.0255512,none,static,9,man,tickle
747,621,680.7407407,681,935.2966424,1863,73520,4.891816921,4.601147776,4.718492481,4.709485271,0.003879673,7.125689702,509.597188,6.203757225,5.733128834,6.00504316,6.007215383,0.006267176,6.850159336,648.5446613,cover,dynamic,10,man,constant
842,628,747.8148148,745,1341.030807,1892,80764,4.910948905,4.508064516,4.702637324,4.698336482,0.005318376,5.542056846,507.884831,6.217335058,5.843582888,6.00157004,5.991352527,0.00478732,5.944211233,648.1695643,cover,dynamic,10,man,constant
906,745,816.0092593,812,1012.981222,1838,88129,4.920332937,4.57622739,4.750105572,4.745709473,0.004228078,4.99477483,513.0114018,6.369512195,5.862310385,6.173921175,6.18899127,0.007976546,5.73076056,666.7834869,cover,dynamic,10,man,constant
898,744,820.3055556,825,1240.326324,1845,88593,4.947368421,4.664712778,4.815761508,4.807767034,0.003357403,5.909160211,520.1022428,6.335329341,6.021428571,6.19323855,6.198194723,0.0050612,5.543725055,668.8697634,cover,dynamic,10,man,constant
330,239,278.5648148,274,453.9116476,1350,30085,5.777372263,5.181481481,5.518225284,5.521886514,0.017039079,11.6126533,595.9683307,5.325657895,4.697095436,5.007775076,4.956663924,0.030189737,11.98867271,540.8397082,cover,dynamic,10,man,notouch
327,245,282.0462963,278.5,389.8763413,1232,30461,5.748,5.146153846,5.487822903,5.499812474,0.018151402,9.177194064,592.6848736,5.332155477,4.694656489,5.009003773,4.972005552,0.036669024,11.17068078,540.9724075,cover,dynamic,10,man,notouch
327,246,277.3796296,274,326.9293008,1318,29957,5.85,5.103321033,5.517927568,5.514142215,0.019312188,12.777053,595.9361773,5.291803279,4.660516605,4.960819541,4.929700101,0.025133877,11.84426231,535.7685104,cover,dynamic,10,man,notouch
324,242,282.7314815,279,374.5907754,1184,30535,5.745704467,5.186851211,5.499815856,5.504443636,0.015436794,9.309371671,593.9801124,5.45,4.613636364,4.982955496,4.939887193,0.035066018,11.02245251,538.1591935,cover,dynamic,10,man,notouch
662,224,347.0648148,274,16387.66866,3853,37483,5.766666667,4.342902711,5.192963966,5.260091454,0.122661552,14.6929959,560.8401083,6.597426471,5.468619247,6.015658268,5.985788348,0.050121641,14.38556938,649.691093,cover,dynamic,10,man,pat
593,222,331.2777778,272.5,12287.081,3754,35778,5.851851852,4.545966229,5.287161152,5.361008897,0.096761993,12.06776404,571.0134044,6.514893617,5.46473029,5.952901968,5.910552363,0.061197665,13.49789996,642.9134125,cover,dynamic,10,man,pat
727,216,336.9907407,269.5,15921.48589,4184,36395,5.854477612,4.466227348,5.272447475,5.358194404,0.126311509,16.37178523,569.4243273,6.524456522,5.594142259,6.014214004,5.950424876,0.057561163,14.82486067,649.5351124,cover,dynamic,10,man,pat
615,205,343.6944444,277,14545.89642,3929,37119,5.868,4.571428571,5.253802597,5.254675964,0.115397975,14.26974043,567.4106805,6.714285714,5.633744856,6.1111621,6.042034333,0.068139586,13.20374659,660.0055068,cover,dynamic,10,man,pat
397,178,263.787037,257,2459.62712,2348,28489,6.012765957,4.934707904,5.500858235,5.519784742,0.047655069,14.56944466,594.0926894,6.018927445,4.737410072,5.501597968,5.520314456,0.060050711,17.91097354,594.1725805,cover,dynamic,10,man,rub
458,187,291.2222222,287.5,3440.679128,2735,31452,5.896995708,4.781659389,5.379081976,5.382938076,0.055278789,15.28957306,580.9408534,6.606060606,4.941798942,5.698128278,5.630405212,0.098427096,19.25635905,615.397854,cover,dynamic,10,man,rub
512,196,310.0277778,304.5,4727.746885,3509,33483,5.819905213,4.678787879,5.285630351,5.288732149,0.056761167,14.96174447,570.848078,6.479233227,5.087336245,5.721333783,5.713976623,0.093575374,19.98289804,617.9040486,cover,dynamic,10,man,rub
511,220,337.0925926,332.5,3567.767047,3346,36406,5.86122449,4.5944334,5.288310254,5.287175266,0.067091251,16.55873995,571.1375074,6.142061281,4.948529412,5.641372129,5.655660843,0.045357372,18.24678875,609.2681899,cover,dynamic,10,man,rub
1408,783,1034.87963,1023,24604.4807,6162,111767,5.827248442,4.924641148,5.416828554,5.403838692,0.036904845,7.793818137,585.0174838,6.569277108,5.753278689,6.206059047,6.205967651,0.024543522,9.034012663,670.2543771,cover,dynamic,10,man,scratch
1393,735,1027.805556,998,22626.47586,7097,111003,5.801213961,4.922737307,5.425769308,5.448365022,0.039526841,8.822744685,585.9830853,6.593548387,6.062883436,6.333236776,6.349539415,0.014106669,8.117396724,683.9895718,cover,dynamic,10,man,scratch
1478,726,1063.175926,1020,48270.98745,7678,114823,5.922267206,4.994490358,5.464929337,5.477645464,0.042612364,7.907676545,590.2123684,6.749174917,5.909574468,6.319089984,6.329464257,0.031750989,8.185800095,682.4617182,cover,dynamic,10,man,scratch
1522,663,1017.490741,990,59293.99057,8821,109889,5.966075559,5.084795322,5.499321179,5.493002988,0.036619154,9.138634253,593.9266873,6.834975369,6.119284294,6.454179665,6.466411912,0.022471679,9.027590003,697.0514038,cover,dynamic,10,man,scratch
576,159,331.8518519,352,15367.00588,2758,35840,6.41509434,4.543429844,5.325263554,5.182033715,0.203531886,13.79991631,575.1284638,6.635036496,4.928571429,5.748718926,5.700253807,0.167772356,18.84171571,620.861644,cover,dynamic,10,man,stroke
676,193,412.8425926,443,18134.61985,3203,44587,5.93015873,4.738955823,5.248621091,5.170493655,0.076422303,10.53214383,566.8510778,6.633245383,4.76171875,5.62975913,5.645851743,0.237315703,14.86293153,608.013986,cover,dynamic,10,man,stroke
641,154,423.9259259,463,20750.36829,3683,45784,5.743315508,4.547134935,5.118072736,5.054643152,0.088174532,12.62926431,552.7518555,6.683778234,4.60483871,5.646930026,5.641686779,0.329559679,17.92459114,609.8684428,cover,dynamic,10,man,stroke
674,188,373.1574074,400.5,18215.87219,3422,40301,6.164893617,4.744144144,5.310077818,5.219914578,0.163168022,13.11120181,573.4884043,6.292056075,4.625615764,5.431870414,5.408823621,0.184452488,19.78135749,586.6420048,cover,dynamic,10,man,stroke
391,218,286.6018519,286,873.8867255,2228,30953,5.713740458,4.98880597,5.297859441,5.292673482,0.022085602,12.66041146,572.1688197,6.154676259,5.443478261,5.827879912,5.841851481,0.021640413,13.98814684,629.4110305,cover,dynamic,10,man,tickle
344,233,287.2222222,288.5,442.4361371,1480,31020,5.619771863,4.924137931,5.291014468,5.286662329,0.029404003,11.99508492,571.4295626,6.226480836,5.585365854,5.860904368,5.850535,0.021062379,11.98183543,632.9776717,cover,dynamic,10,man,tickle
421,250,333.1203704,330.5,714.0134129,1832,35977,5.546623794,4.911585366,5.298224069,5.287321874,0.015973867,9.303466166,572.2081994,6.439882698,5.680921053,6.041082139,6.041368158,0.018543675,11.04570682,652.436871,cover,dynamic,10,man,tickle
416,206,327.2037037,335,1846.649706,1704,35338,5.702205882,4.852409639,5.303209936,5.286103315,0.029135612,11.04111547,572.7466731,6.329608939,5.111650485,5.917607163,5.976218709,0.059341906,12.38056909,639.1015736,cover,dynamic,10,man,tickle
612,522,567.0555556,567,341.8660436,1412,61242,4.606666667,4.173241852,4.448771819,4.451758067,0.005279675,7.553331337,480.4673564,5.548599671,5.215619694,5.392845938,5.396680441,0.004690391,7.539047816,582.4273613,cover,static,10,man,constant
651,576,611.4166667,612,250.0957944,1599,66033,4.588888889,4.213464696,4.432280054,4.430617528,0.005275568,8.399022369,478.6862458,5.640983607,5.299065421,5.459089076,5.46016218,0.003913078,7.385236026,589.5816202,cover,static,10,man,constant
686,601,645.0185185,647.5,327.494981,1505,69662,4.515151515,4.227272727,4.367484044,4.369706022,0.003815416,6.971234617,471.6882768,5.602739726,5.24256651,5.432492749,5.431205528,0.004197587,6.792453636,586.7092169,cover,static,10,man,constant
699,612,657.0833333,658,197.9649533,1401,70965,4.492331288,4.193452381,4.37811888,4.381968602,0.002968495,6.255646063,472.836839,5.646248086,5.302710843,5.434054142,5.434371178,0.002821772,6.493075489,586.8778473,cover,static,10,man,constant
210,171,191.8703704,193,79.1793008,1028,20722,5.764397906,5.193548387,5.452223393,5.430463387,0.016597218,15.07454074,588.8401264,5.55721393,5.011363636,5.248556721,5.238421053,0.012779848,13.38451901,566.8441258,cover,static,10,man,notouch
219,178,194.3333333,193.5,72.72897196,1027,20988,5.803030303,5.106060606,5.467663572,5.466542553,0.017551689,15.25111762,590.5076658,5.475,5.021276596,5.265942979,5.254686601,0.009693357,10.78436325,568.7218418,cover,static,10,man,notouch
225,179,197.8333333,197,88.79439252,1040,21366,5.720207254,5.248756219,5.490873477,5.49744898,0.010977459,12.66320202,593.0143355,5.497652582,5.005025126,5.267544121,5.265216465,0.012223765,12.33837009,568.8947651,cover,static,10,man,notouch
220,176,197.0277778,197,69.67211838,1049,21279,5.85786802,5.140096618,5.496860423,5.508643683,0.013607049,12.53849972,593.6609257,5.615763547,4.994708995,5.25328161,5.249390333,0.01199916,13.73870696,567.3544138,cover,static,10,man,notouch
357,222,262.2777778,251.5,955.4361371,1637,28326,5.868644068,5.205787781,5.540968856,5.544678005,0.022386774,14.10245087,598.4246365,6.058651026,5.185185185,5.617530783,5.626006441,0.028280819,14.34148578,606.6933246,cover,static,10,man,pat
347,206,242.3703704,238,537.5624784,1723,26176,5.837606838,5.214814815,5.536544564,5.542105782,0.014499303,13.60800528,597.9468129,5.932907348,5.244239631,5.559465842,5.549569886,0.01863956,15.85103409,600.422311,cover,static,10,man,pat
361,229,267.0925926,261,743.0006923,1582,28846,5.755555556,5.229916898,5.548187944,5.561429513,0.01453369,14.59768909,599.204298,6.04432133,5.316981132,5.60650369,5.60637546,0.017005105,14.03671764,605.5023986,cover,static,10,man,pat
436,222,275.1481481,259.5,1696.276912,1943,29716,5.854166667,5.112385321,5.549929218,5.56592289,0.023629211,13.49905374,599.3923555,6.165137615,5.319702602,5.634110561,5.609510378,0.025170999,14.10409765,608.4839406,cover,static,10,man,pat
780,251,473.3425926,444,18368.18994,5294,51121,5.545454545,4.553041018,5.025364833,5.042327311,0.045473613,11.4520344,542.739402,7.140495868,5.565765766,6.253957853,6.229788109,0.089039677,15.23456348,675.4274481,cover,static,10,man,rub
800,339,519.1944444,522,15395.80296,4707,56073,5.309782609,4.4775,4.986538307,5.01479491,0.031958966,9.076339732,538.5461371,7.106870229,5.927135678,6.50994917,6.453937785,0.078254053,14.3360201,703.0745104,cover,static,10,man,rub
657,345,475.3240741,473.5,5527.847265,3530,51335,5.36939314,4.912765957,5.119378253,5.108259031,0.011936555,8.733714603,552.8928513,6.658064516,5.923387097,6.325324297,6.327286233,0.023841281,13.66092227,683.135024,cover,static,10,man,rub
667,357,465.6111111,441,5796.183801,3471,50286,5.392156863,4.851574213,5.117027611,5.121759339,0.009851738,9.617477491,552.638982,6.81025641,5.992805755,6.392548717,6.390123761,0.032432313,13.55064936,690.3952615,cover,static,10,man,rub
2453,719,1329.712963,1209,252558.057,12503,143609,5.712616822,4.516317016,5.010002982,5.002530934,0.079299635,7.136623238,541.0803221,7.301369863,5.735181644,6.44864433,6.444067239,0.116813015,10.82578749,696.4535876,cover,static,10,man,scratch
2222,590,1284.481481,1200,184559.9529,14540,138724,5.704770477,4.354312354,4.920897411,4.897799453,0.092632061,12.14581677,531.4569204,7.409020218,6.064102564,6.68286758,6.64822718,0.109776325,13.49227644,721.7496987,cover,static,10,man,scratch
2368,638,1438.388889,1364,171266.3707,12079,155346,5.338935574,4.442607897,4.867446782,4.880733622,0.07303847,11.10803257,525.6842525,7.476489028,6.222941721,6.719462821,6.695067126,0.082851639,10.46138552,725.7019846,cover,static,10,man,scratch
2163,479,1202.074074,1187,149027.3216,10475,129824,5.761044177,4.434406913,5.0982253,5.066737252,0.085799799,9.374988682,550.6083324,7.310393258,5.480839416,6.309318702,6.297518559,0.203046169,9.88702548,681.4064199,cover,static,10,man,scratch
471,147,289.9537037,286.5,8962.194098,2629,31315,6.02247191,4.815144766,5.372459404,5.410304193,0.075774877,12.82254692,580.2256156,6.342342342,5.182561308,5.683790726,5.632993197,0.068099978,14.79319751,613.8493984,cover,static,10,man,stroke
568,167,323.5648148,342,13136.82754,2560,34945,5.922155689,4.688172043,5.330095568,5.304449832,0.09671201,13.52422305,575.6503214,6.397183099,5.211038961,5.687302869,5.66443534,0.056438362,15.48082869,614.2287099,cover,static,10,man,stroke
