max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
1835,1124,1596.138889,1704,49620.23287,2552,172383,4.705400982,4.279253816,4.428643759,4.400267936,0.009039534,3.501480151,478.293526,8.090125392,7.734029484,7.87925389,7.8760933,0.003648786,5.579912021,850.9594201,cover,dynamic,15,man,constant
2048,1502,1786.388889,1753,26762.14642,2120,192930,4.451880178,4.221881391,4.33520943,4.338526328,0.00368162,3.445503534,468.2026184,7.995339547,7.793408756,7.903273288,7.90673328,0.001515333,4.603287959,853.5535151,cover,dynamic,15,man,constant
2014,1585,1847.722222,1880.5,17104.44548,2707,199554,4.419975933,4.141188421,4.283351996,4.277427951,0.003359872,3.211881899,462.6020156,8.051972448,7.815884477,7.923982081,7.925367072,0.00216882,4.284214608,855.7900648,cover,dynamic,15,man,constant
2057,1499,1819.814815,1820,29547.10557,2199,196540,4.382951654,4.13107511,4.255590934,4.252807632,0.003178069,3.336167456,459.6038209,8.057846154,7.848729792,7.96148633,7.963934808,0.002055877,3.738919711,859.8405237,cover,dynamic,15,man,constant
216,141,172.6944444,170.5,215.7655763,1323,18651,5.710059172,4.860927152,5.386080405,5.380192439,0.031292879,20.07087462,581.6966837,6.094674556,5.212643678,5.595650064,5.572807018,0.037845315,22.17865504,604.3302069,cover,dynamic,15,man,notouch
204,147,169.3981481,169,120.1297162,1225,18295,5.988950276,4.865168539,5.432737453,5.425976634,0.040457844,22.69728979,586.7356449,6.225806452,5.194805195,5.61828618,5.604859571,0.041562995,21.02020637,606.7749074,cover,dynamic,15,man,notouch
213,145,171.6851852,171,134.4794046,1306,18542,6.101796407,4.934343434,5.416074788,5.401943755,0.041115387,22.00802063,584.9360771,6.141935484,5.212121212,5.608073965,5.61353187,0.029133593,18.15022182,605.6719882,cover,dynamic,15,man,notouch
211,143,171.8425926,171,123.3488231,1235,18559,5.980769231,4.874285714,5.409740907,5.399453552,0.043418514,23.68413415,584.2520179,6.179775281,5.221649485,5.656292242,5.68677134,0.042996087,22.74464177,610.8795622,cover,dynamic,15,man,notouch
501,237,311.7962963,291.5,3618.874005,3245,33674,5.492662474,4.801393728,5.197152497,5.20522286,0.021125757,16.75341867,561.2924696,6.053968254,4.786561265,5.340353449,5.238545423,0.103653668,21.33622014,576.7581725,cover,dynamic,15,man,pat
641,218,318.7777778,312,3076.753894,3465,34428,5.506451613,4.873333333,5.16699136,5.184835138,0.017929022,16.01760295,558.0350668,6.038235294,4.561837456,5.365894827,5.397179487,0.126230696,25.42243861,579.5166413,cover,dynamic,15,man,pat
615,233,345.1666667,326.5,5810.700935,3673,37278,5.514044944,4.821705426,5.165712404,5.156371868,0.017322639,14.56499522,557.8969396,6.055696203,4.605166052,5.501378585,5.556569401,0.102091191,21.81293016,594.1488872,cover,dynamic,15,man,pat
741,255,344.462963,325,6456.269643,3841,37202,5.454212454,4.846846847,5.148348741,5.15562467,0.017064409,15.1715775,556.021664,6.649681529,4.889705882,5.472858776,5.38274198,0.150573436,23.18427025,591.0687478,cover,dynamic,15,man,pat
772,235,453.5,459.5,15514.83178,5647,48978,5.205574913,4.036450079,4.677642255,4.675635007,0.061648959,15.02228171,505.1853636,7.311258278,5.549833887,6.333285309,6.337753594,0.128717557,22.65006344,683.9948133,cover,dynamic,15,man,rub
819,277,517.9074074,523.5,15859.18761,5910,55934,5.495468278,4.359116022,4.76584026,4.747718946,0.044818718,14.84334461,514.710748,7.215456674,5.51391863,6.272074941,6.247312285,0.144059486,24.32831786,677.3840936,cover,dynamic,15,man,rub
946,289,568.8055556,563.5,23208.96184,5431,61431,5.394444444,4.17653277,4.706771097,4.691878446,0.065705935,15.3747199,508.3312785,7.768617021,5.270613108,6.577094223,6.645962185,0.318972233,19.57953077,710.3261761,cover,dynamic,15,man,rub
912,335,583.3981481,579.5,17495.77458,7092,63007,5.973652695,4.58650519,5.247531133,5.180020857,0.149582465,12.61360263,566.7333624,7.772994129,5.326572008,6.731013428,6.830707349,0.444245903,18.93740615,726.9494502,cover,dynamic,15,man,rub
718,166,300.1111111,275.5,8937.370717,5467,32412,6.47706422,4.46069869,5.498196772,5.555703212,0.186102152,17.62023591,593.8052514,7.758551308,5.439597315,6.430470199,6.436521145,0.168532152,28.77519014,694.4907815,cover,dynamic,15,man,scratch
678,187,362.5277778,345,9618.475857,5826,39153,5.226923077,4.04964539,4.526679776,4.468462014,0.090946964,21.57830088,488.8814158,7.770491803,4.628930818,6.164897754,6.115328593,0.617535611,26.36963109,665.8089575,cover,dynamic,15,man,scratch
622,201,349.4722222,342.5,7585.840343,5573,37743,5.207746479,3.736842105,4.49883244,4.454819578,0.102019737,20.99918307,485.8739035,7.952813067,5.04622871,6.879733627,7.165153538,0.655003405,24.38548061,743.0112317,cover,dynamic,15,man,scratch
