max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
554,458,513.4351852,515,441.8368813,1577,55451,5.469835466,5.074,5.249894282,5.251391638,0.004675617,7.955042419,566.9885824,7.907258065,7.253875969,7.629850443,7.634464475,0.010441143,10.96866332,824.0238478,cover,dynamic,8,bot,constant
584,469,519.5833333,512,971.4415888,1486,56115,5.450101833,5.008230453,5.258842362,5.264541399,0.006788137,10.09410053,567.9549751,7.882681564,7.419230769,7.69229601,7.697310321,0.008590314,9.602389408,830.767969,cover,dynamic,8,bot,constant
597,517,559.3240741,560,282.4640879,1404,60407,5.442680776,4.958646617,5.226604507,5.22985348,0.009036597,7.678059385,564.4732868,7.937172775,7.465949821,7.706472009,7.706456034,0.006670426,8.612217955,832.298977,cover,dynamic,8,bot,constant
590,468,530.8148148,534.5,659.6289373,1707,57328,5.446886447,5.023722628,5.234057558,5.233550371,0.006215833,9.360327348,565.2782162,7.930769231,7.337121212,7.714089199,7.718313055,0.012436971,12.20822128,833.1216335,cover,dynamic,8,bot,constant
268,224,243.1666667,242,94.47663551,1193,26262,5.793103448,5.146825397,5.505103468,5.524096774,0.017371473,15.17856918,594.5511746,7.207792208,6.460580913,6.85174254,6.869381765,0.020125457,14.41077851,739.9881944,cover,dynamic,8,bot,notouch
266,216,244,243,107.6074766,1093,26352,5.851405622,5.16872428,5.510636699,5.519035656,0.014606433,12.97481492,595.1487635,7.263888889,6.577075099,6.90686769,6.908917302,0.022186654,13.98458466,745.9417105,cover,dynamic,8,bot,notouch
281,218,249,248,143.7383178,1299,26892,5.730769231,5.212355212,5.472895403,5.48058325,0.014617922,13.66420851,591.0727035,7.226337449,6.533834586,6.883037562,6.870742814,0.022595947,16.64346288,743.3680567,cover,dynamic,8,bot,notouch
277,221,246.8611111,247,127.7655763,1188,26661,5.818930041,5.133858268,5.498518586,5.497881356,0.016997449,14.80854043,593.8400073,7.152263374,6.495867769,6.885566161,6.86956318,0.021643327,15.97627223,743.6411454,cover,dynamic,8,bot,notouch
505,249,353.9537037,352.5,5782.306248,2663,38227,5.872262774,4.902970297,5.365522593,5.368993597,0.036736137,12.03603985,579.47644,7.282608696,6.237588652,6.765217411,6.740507381,0.063277092,13.27203571,730.6434804,cover,dynamic,8,bot,pat
655,247,400.4537037,413.5,11758.26886,3210,43249,5.784671533,4.99034749,5.34264629,5.328107444,0.033447902,12.40493624,577.0057993,7.335907336,5.95154185,6.735083596,6.75910004,0.105617682,14.70098049,727.3890284,cover,dynamic,8,bot,pat
635,237,383.6851852,361.5,11811.17099,3050,41438,5.941368078,4.925734024,5.331670373,5.339601976,0.039619154,12.39462532,575.8204002,7.358126722,6.230425056,6.747491884,6.735982816,0.081415073,14.84675034,728.7291235,cover,dynamic,8,bot,pat
730,280,402.75,357.5,10531.32944,3115,43497,5.789285714,4.885509839,5.277592753,5.226440938,0.047439635,11.5123919,569.9800174,7.45703125,6.056856187,6.810736896,6.748931804,0.103830279,14.1974168,735.5595848,cover,dynamic,8,bot,pat
