max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
972,641,839.4814815,830,4640.25199,1944,90664,4.918588874,4.659231722,4.759731507,4.757386685,0.003122358,5.533773209,514.0510028,6.248780488,5.915625,6.072346871,6.061919745,0.007040702,5.485947653,655.813462,cover,dynamic,17,man,constant
982,511,802.0462963,814.5,7440.549238,2848,86621,5.18590998,4.62426384,4.818254241,4.798420604,0.013002995,5.289128685,520.371458,6.175965665,5.585454545,5.815845369,5.798440628,0.01241542,6.535581364,628.1112998,cover,dynamic,17,man,constant
891,680,787.5462963,787,3988.736154,2425,85055,5.036948749,4.670792079,4.826855591,4.814823278,0.007042737,6.871364335,521.3004039,6.239888424,5.617135207,5.871171979,5.869537343,0.022340546,7.821395417,634.0865737,cover,dynamic,17,man,constant
952,589,828.2222222,844,5366.866044,2319,89448,4.96130031,4.631001372,4.802163361,4.80015188,0.005587605,6.748502274,518.633643,5.847328244,5.467532468,5.651071338,5.649762898,0.007047065,6.168304334,610.3157045,cover,dynamic,17,man,constant
239,167,202.8981481,201.5,290.727847,1103,21913,5.697916667,4.814285714,5.339076188,5.346546311,0.023272161,15.6435415,576.6202283,6.497487437,5.286516854,5.879367609,5.898275862,0.085520625,14.46149923,634.9717017,cover,dynamic,17,man,notouch
255,173,213.9166667,213,261.3481308,1544,23103,5.697916667,4.974747475,5.324460718,5.331825038,0.027846661,17.28473699,575.0417576,6.607305936,5.518867925,6.049424559,6.054132012,0.050369044,16.90591307,653.3378523,cover,dynamic,17,man,notouch
251,185,218.8055556,218.5,143.5225857,1246,23631,5.692307692,4.860986547,5.269829464,5.264884874,0.024672196,16.92706792,569.1415821,6.441747573,5.49047619,6.005532836,6.006639263,0.043614469,14.94481128,648.5975463,cover,dynamic,17,man,notouch
269,179,220.2962963,222,251.1450329,1186,23792,5.7,4.842342342,5.305153584,5.291812538,0.024249579,16.07829805,572.9565871,6.472222222,5.408376963,6.013488415,6.006712536,0.052803136,15.65128802,649.4567488,cover,dynamic,17,man,notouch
873,280,393.6296296,359,11763.84285,3732,42512,5.698461538,4.73997709,5.294894754,5.313472236,0.033589027,11.72365509,571.8486335,7.729508197,4.955862069,6.275392516,6.284262835,0.208676535,16.2111002,677.7423917,cover,dynamic,17,man,pat
847,323,459.5925926,446,9337.047421,3801,49636,5.691666667,4.7,5.157345909,5.130756631,0.037169078,11.40299421,556.9933581,6.708683473,5.190082645,6.073314287,6.193953603,0.130536117,12.30087447,655.917943,cover,dynamic,17,man,pat
949,315,474.8981481,427,24057.28859,4501,51289,5.609418283,5.052873563,5.293754691,5.288506631,0.017644915,10.06022239,571.7255067,7.270413574,5.570478723,6.230452036,6.11133658,0.145642011,15.42073778,672.8888199,cover,dynamic,17,man,pat
1201,333,588.2037037,473.5,55151.62167,4441,63526,5.546341463,4.750285063,5.151946226,5.142129825,0.016625808,7.662653353,556.4101924,8.05346294,4.714046823,6.192537007,6.129709406,0.610172298,13.00753898,668.7939968,cover,dynamic,17,man,pat
4902,283,1662.712963,1081,2016893.01,21769,179573,5.917742707,4.199940048,5.131673839,5.19621422,0.260530168,8.426278459,554.2207746,8.523672055,5.929936306,7.232559854,7.043127528,0.797995851,12.97269967,781.1164642,cover,dynamic,17,man,rub
5629,237,1700.981481,775.5,2836882.822,26716,183706,5.895154667,4.822878229,5.3911614,5.390063307,0.055213616,8.829303174,582.2454312,8.518581081,4.478406709,6.086772388,5.835761039,1.372184654,15.04540957,657.3714179,cover,dynamic,17,man,rub
3442,180,1483.490741,1247.5,1195724.327,19563,160217,5.734513274,3.829338447,4.616599759,4.480067805,0.257191843,12.5961064,498.592774,6.734042553,4.039784501,5.004607277,4.72287032,0.649724487,12.02728839,540.4975859,cover,dynamic,17,man,rub
4022,240,1902.25,1843,1412574.769,25748,205443,5.672932331,4.048445409,4.65508679,4.567507789,0.159044845,8.18186161,502.7493733,8.708019191,5.676691729,7.34207692,7.694315376,0.819719908,12.33329601,792.9443074,cover,dynamic,17,man,rub
1324,218,657.9444444,675.5,73222.83801,8138,71058,5.859893048,5.020080321,5.605040007,5.654669145,0.035724109,10.04123934,605.3443208,8.195086705,4.861400894,6.71869147,7.011406924,1.097875411,15.52668158,725.6186787,cover,dynamic,17,man,scratch
1045,147,541.3148148,555.5,53062.25511,7688,58462,6.367292225,5.066666667,5.66590767,5.640466147,0.061356348,12.68893515,611.9180283,7.796064401,4.786,6.093506313,5.856152731,0.567460654,18.59257558,658.0986818,cover,dynamic,17,man,scratch
1401,173,739.8703704,774,116759.441,8407,79906,5.697115385,3.551020408,4.733058133,4.882495977,0.346272181,13.67969722,511.1702784,7.698643411,4.34529148,5.55015729,5.26760792,0.928146625,14.2092717,599.4169873,cover,dynamic,17,man,scratch
1379,230,579.3796296,503.5,97437.77042,5883,62573,5.528028933,3.661188369,4.925931425,5.093713244,0.240663061,13.10829225,532.0005939,8.097001764,4.813802083,6.718194551,6.568418403,0.65479085,19.11418512,725.5650115,cover,dynamic,17,man,scratch
777,167,406.4074074,411,27761.70163,3563,43892,5.835,4.374800638,5.26825941,5.419829796,0.1685768,12.82129025,568.9720163,7.783185841,5.034482759,6.084780575,5.863715971,0.416399806,16.19426051,657.1563021,cover,dynamic,17,man,stroke
613,220,385.5277778,357,11340.41978,3345,41637,5.90443686,4.697841727,5.271436567,5.283105335,0.070565045,12.12814522,569.3151492,6.841163311,5.261640798,6.172330198,6.158143503,0.117537259,16.94649552,666.6116613,cover,dynamic,17,man,stroke
